Run,ReleaseDate,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,Model,Sample,Submission,BioSample,Experiment,BioProject,spots,bases,avgLength,size_MB,Prediction,Confidence_Level,Note
SRR26799521,2023-11-12 22:33:11,Synthetic-Long-Read,cDNA,GENOMIC,SINGLE,MinION,SRS19509767,SRA1749190,SAMN38220769,SRX22496800,PRJNA1039523,15108859.0,15862525337.0,1049.0,14048.0,R9-guppy-3or4-FAST,medium,
SRR26799522,2023-11-13 03:35:29,Synthetic-Long-Read,cDNA,GENOMIC,SINGLE,MinION,SRS19509766,SRA1749190,SAMN38220768,SRX22496799,PRJNA1039523,94454329.0,106865870661.0,1131.0,93700.0,R9-guppy-3or4-FAST,medium,
SRR26799523,2023-11-12 22:33:11,Synthetic-Long-Read,cDNA,GENOMIC,SINGLE,MinION,SRS19509765,SRA1749190,SAMN38220767,SRX22496798,PRJNA1039523,12183363.0,13563997417.0,1113.0,11943.0,R9-guppy-3or4-FAST,medium,
SRR26799524,2023-11-12 23:18:17,Synthetic-Long-Read,cDNA,GENOMIC,SINGLE,MinION,SRS19509764,SRA1749190,SAMN38220766,SRX22496797,PRJNA1039523,37742305.0,42844299338.0,1135.0,37767.0,R9-guppy-3or4-FAST,medium,
SRR26799525,2023-11-12 23:32:15,Synthetic-Long-Read,cDNA,GENOMIC,SINGLE,MinION,SRS19509763,SRA1749190,SAMN38220765,SRX22496796,PRJNA1039523,33177812.0,34457153348.0,1038.0,29982.0,R9-guppy-3or4-FAST,medium,
SRR26799526,2023-11-12 23:26:44,Synthetic-Long-Read,cDNA,GENOMIC,SINGLE,MinION,SRS19509762,SRA1749190,SAMN38220763,SRX22496795,PRJNA1039523,38918992.0,41821125990.0,1074.0,36818.0,R9-guppy-3or4-FAST,medium,
SRR26799527,2023-11-12 22:17:19,Synthetic-Long-Read,cDNA,GENOMIC,SINGLE,MinION,SRS19509761,SRA1749190,SAMN38220764,SRX22496794,PRJNA1039523,12313113.0,11528348417.0,936.0,9355.0,R9-guppy-3or4-FAST,medium,
SRR26799528,2023-11-12 22:11:01,Synthetic-Long-Read,cDNA,GENOMIC,SINGLE,MinION,SRS19509760,SRA1749190,SAMN38220762,SRX22496793,PRJNA1039523,6589265.0,7233141068.0,1097.0,6374.0,R9-guppy-3or4-FAST,medium,
SRR26799529,2023-11-13 02:48:45,Synthetic-Long-Read,cDNA,GENOMIC,SINGLE,MinION,SRS19509759,SRA1749190,SAMN38220770,SRX22496792,PRJNA1039523,86765989.0,103117494835.0,1188.0,90313.0,R9-guppy-3or4-FAST,medium,
SRR26799530,2023-11-12 23:22:58,Synthetic-Long-Read,cDNA,GENOMIC,SINGLE,MinION,SRS19509758,SRA1749190,SAMN38220761,SRX22496791,PRJNA1039523,46812965.0,47309462769.0,1010.0,41671.0,R9-guppy-3or4-FAST,medium,
SRR26799531,2023-11-13 00:02:43,Synthetic-Long-Read,cDNA,GENOMIC,SINGLE,MinION,SRS19509757,SRA1749190,SAMN38220760,SRX22496790,PRJNA1039523,50458389.0,61311205940.0,1215.0,53443.0,R9-guppy-3or4-FAST,medium,
SRR26854875,2023-11-16 17:45:23,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547642,SRA1752551,SAMN38257343,SRX22550106,PRJNA1040425,819722.0,4541251294.0,5539.0,3888.0,R9-guppy-2-NONE,very low,
SRR26854876,2023-11-16 17:46:55,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547631,SRA1752551,SAMN38257333,SRX22550105,PRJNA1040425,365260.0,2236522108.0,6123.0,1911.0,R9-guppy-2-NONE,low,
SRR26854877,2023-11-16 17:46:55,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547696,SRA1752551,SAMN38257330,SRX22550104,PRJNA1040425,438220.0,2653076205.0,6054.0,2266.0,R9-guppy-2-NONE,very low,
SRR26854878,2023-11-16 17:48:33,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547685,SRA1752551,SAMN38257329,SRX22550103,PRJNA1040425,1073959.0,5732532049.0,5337.0,4910.0,R9-guppy-2-NONE,very low,
SRR26854879,2023-11-16 17:48:33,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547674,SRA1752551,SAMN38257328,SRX22550102,PRJNA1040425,862940.0,4936402502.0,5720.0,4231.0,R9-guppy-2-NONE,very low,
SRR26854880,2023-11-16 17:46:55,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547663,SRA1752551,SAMN38257327,SRX22550101,PRJNA1040425,276662.0,1485606398.0,5369.0,1274.0,R9-guppy-2-NONE,very low,
SRR26854881,2023-11-16 17:45:23,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547652,SRA1752551,SAMN38257326,SRX22550100,PRJNA1040425,266806.0,1224538727.0,4589.0,1054.0,R9-guppy-2-NONE,low,
SRR26854882,2023-11-16 17:52:52,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547661,SRA1752551,SAMN38257361,SRX22550099,PRJNA1040425,905969.0,4973450149.0,5489.0,4239.0,R9-guppy-2-NONE,very low,
SRR26854883,2023-11-16 17:48:33,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547641,SRA1752551,SAMN38257325,SRX22550098,PRJNA1040425,499656.0,2990917986.0,5985.0,2564.0,R9-guppy-2-NONE,very low,
SRR26854884,2023-11-16 17:48:33,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547660,SRA1752551,SAMN38257360,SRX22550097,PRJNA1040425,617321.0,3035650290.0,4917.0,2607.0,R9-guppy-2-NONE,very low,
SRR26854885,2023-11-16 17:46:55,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547658,SRA1752551,SAMN38257358,SRX22550096,PRJNA1040425,424307.0,2066488362.0,4870.0,1779.0,R9-guppy-2-NONE,very low,
SRR26854886,2023-11-16 17:42:58,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547656,SRA1752551,SAMN38257356,SRX22550095,PRJNA1040425,674625.0,658850429.0,976.0,592.0,R9-guppy-2-NONE,very low,
SRR26854887,2023-11-16 17:49:19,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547651,SRA1752551,SAMN38257352,SRX22550094,PRJNA1040425,495940.0,3624312081.0,7307.0,3094.0,R9-guppy-2-NONE,low,
SRR26854888,2023-11-16 17:45:23,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547648,SRA1752551,SAMN38257349,SRX22550093,PRJNA1040425,226176.0,976221007.0,4316.0,841.0,R9-guppy-2-NONE,very low,
SRR26854889,2023-11-16 17:45:23,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547647,SRA1752551,SAMN38257348,SRX22550092,PRJNA1040425,295937.0,1273852903.0,4304.0,1096.0,R9-guppy-2-NONE,very low,
SRR26854890,2023-11-16 17:46:55,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547646,SRA1752551,SAMN38257347,SRX22550091,PRJNA1040425,362623.0,1286626169.0,3548.0,1112.0,R9-guppy-2-NONE,low,
SRR26854891,2023-11-16 17:45:23,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547645,SRA1752551,SAMN38257346,SRX22550090,PRJNA1040425,309957.0,1078812719.0,3480.0,934.0,R9-guppy-2-NONE,low,
SRR26854892,2023-11-16 17:45:23,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547644,SRA1752551,SAMN38257345,SRX22550089,PRJNA1040425,259126.0,936151980.0,3612.0,809.0,R9-guppy-2-NONE,low,
SRR26854893,2023-11-16 17:46:55,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547643,SRA1752551,SAMN38257344,SRX22550088,PRJNA1040425,489790.0,2567074467.0,5241.0,2199.0,R9-guppy-2-NONE,very low,
SRR26854894,2023-11-16 17:52:52,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547630,SRA1752551,SAMN38257324,SRX22550087,PRJNA1040425,937358.0,5651091039.0,6028.0,4845.0,R9-guppy-2-NONE,very low,
SRR26854895,2023-11-16 17:45:23,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547629,SRA1752551,SAMN38257323,SRX22550086,PRJNA1040425,573988.0,3264126605.0,5686.0,2795.0,R9-guppy-2-NONE,very low,
SRR26855655,2023-11-16 20:50:36,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560062,SRA1752609,SAMN38274096,SRX22550846,PRJNA782195,56179.0,481754760.0,8575.0,371.0,R9-guppy-3or4-HAC,medium,
SRR26855656,2023-11-16 21:05:51,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560061,SRA1752609,SAMN38274095,SRX22550845,PRJNA782195,56084.0,482679670.0,8606.0,373.0,R9-guppy-3or4-HAC,medium,
SRR26855658,2023-11-16 21:05:51,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560059,SRA1752609,SAMN38274093,SRX22550843,PRJNA782195,75582.0,667437201.0,8830.0,517.0,R9-guppy-3or4-HAC,medium,
SRR26855659,2023-11-16 21:05:51,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560058,SRA1752609,SAMN38274092,SRX22550842,PRJNA782195,92870.0,817915022.0,8807.0,634.0,R9-guppy-3or4-HAC,medium,
SRR26855661,2023-11-16 21:05:51,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560056,SRA1752609,SAMN38274090,SRX22550840,PRJNA782195,81905.0,710053982.0,8669.0,548.0,R9-guppy-3or4-HAC,medium,
SRR26855662,2023-11-16 21:08:57,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560055,SRA1752609,SAMN38274072,SRX22550839,PRJNA782195,270628.0,2601563910.0,9613.0,2000.0,R9-guppy-5or6-SUP,high,
SRR26855664,2023-11-16 21:08:57,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560053,SRA1752609,SAMN38274088,SRX22550837,PRJNA782195,96548.0,832143560.0,8618.0,643.0,R9-guppy-3or4-HAC,medium,
SRR26855665,2023-11-16 21:08:57,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560052,SRA1752609,SAMN38274087,SRX22550836,PRJNA782195,284399.0,2372314678.0,8341.0,1784.0,R9-guppy-5or6-SUP,high,
SRR26855667,2023-11-16 21:08:57,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560050,SRA1752609,SAMN38274085,SRX22550834,PRJNA782195,324770.0,2706818751.0,8334.0,2055.0,R9-guppy-5or6-SUP,high,
SRR26855668,2023-11-16 21:08:57,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560049,SRA1752609,SAMN38274084,SRX22550833,PRJNA782195,304122.0,2587104047.0,8506.0,1944.0,R9-guppy-5or6-SUP,high,
SRR26855669,2023-11-16 20:53:54,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560048,SRA1752609,SAMN38274083,SRX22550832,PRJNA782195,227453.0,1933301409.0,8499.0,1452.0,R9-guppy-5or6-SUP,high,
SRR26855670,2023-11-16 21:08:57,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560047,SRA1752609,SAMN38274082,SRX22550831,PRJNA782195,270914.0,2300345571.0,8491.0,1727.0,R9-guppy-5or6-SUP,high,
SRR26855671,2023-11-16 21:08:57,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560046,SRA1752609,SAMN38274081,SRX22550830,PRJNA782195,231752.0,1908576889.0,8235.0,1438.0,R9-guppy-5or6-SUP,high,
SRR26855672,2023-11-16 21:08:57,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560045,SRA1752609,SAMN38274080,SRX22550829,PRJNA782195,346651.0,2881435301.0,8312.0,2176.0,R9-guppy-5or6-SUP,high,
SRR26855673,2023-11-16 21:08:57,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560044,SRA1752609,SAMN38274071,SRX22550828,PRJNA782195,187165.0,1801219066.0,9623.0,1386.0,R9-guppy-5or6-SUP,high,
SRR26855674,2023-11-16 21:08:57,AMPLICON,PCR,GENOMIC,SINGLE,PromethION,SRS19560043,SRA1752609,SAMN38274070,SRX22550827,PRJNA782195,227037.0,2193313477.0,9660.0,1688.0,R9-guppy-5or6-SUP,high,
ERR11768771,2023-09-01 10:07:33,WGS,other,GENOMIC,SINGLE,PromethION,ERS16191316,ERA25713754,SAMEA114210631,ERX11167607,PRJEB64592,6519378.0,22163081055.0,3399.0,18999.0,R10-guppy-5or6-SUP,high,
ERR11768772,2023-09-01 10:07:33,WGS,other,GENOMIC,SINGLE,PromethION,ERS16191316,ERA25713754,SAMEA114210631,ERX11167608,PRJEB64592,5149102.0,16649220342.0,3233.0,13808.0,R10-guppy-5or6-SUP,high,
ERR11777844,2023-09-01 10:17:45,WGS,other,GENOMIC,SINGLE,PromethION,ERS16202025,ERA25903327,SAMEA114219258,ERX11176508,PRJEB64652,0.0,0.0,0.0,0.0,,,RUN_FAIL
ERR11777845,2023-09-01 10:17:45,WGS,other,GENOMIC,SINGLE,PromethION,ERS16202026,ERA25903327,SAMEA114219259,ERX11176509,PRJEB64652,0.0,0.0,0.0,0.0,,,RUN_FAIL
SRR26842273,2023-11-15 18:57:25,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547705,SRA1751110,SAMN38257332,SRX22537943,PRJNA1040425,1008966.0,5879647787.0,5827.0,5059.0,R9-guppy-2-NONE,very low,
SRR26842274,2023-11-15 18:57:25,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547706,SRA1751110,SAMN38257331,SRX22537942,PRJNA1040425,493199.0,3020400427.0,6124.0,2603.0,R9-guppy-2-NONE,very low,
SRR26842320,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547659,SRA1751110,SAMN38257359,SRX22537896,PRJNA1040425,614549.0,3099207299.0,5043.0,2663.0,R9-guppy-2-NONE,very low,
SRR26842322,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547657,SRA1751110,SAMN38257357,SRX22537894,PRJNA1040425,501303.0,2679908981.0,5345.0,2303.0,R9-guppy-2-NONE,low,
SRR26842324,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547655,SRA1751110,SAMN38257355,SRX22537892,PRJNA1040425,772963.0,701834255.0,907.0,638.0,R9-guppy-2-NONE,low,
SRR26842325,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547654,SRA1751110,SAMN38257354,SRX22537891,PRJNA1040425,545450.0,547045920.0,1002.0,492.0,R9-guppy-2-NONE,very low,
SRR26842326,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547653,SRA1751110,SAMN38257353,SRX22537890,PRJNA1040425,717733.0,721452846.0,1005.0,652.0,R9-guppy-2-NONE,very low,
SRR26842329,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547650,SRA1751110,SAMN38257351,SRX22537887,PRJNA1040425,472023.0,2432804981.0,5153.0,2089.0,R9-guppy-2-NONE,very low,
SRR26842330,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547649,SRA1751110,SAMN38257350,SRX22537886,PRJNA1040425,551425.0,1583384570.0,2871.0,1380.0,R9-guppy-2-NONE,very low,
SRR26842339,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547640,SRA1751110,SAMN38257342,SRX22537877,PRJNA1040425,431759.0,2240070325.0,5188.0,1930.0,R9-guppy-2-NONE,low,
SRR26842340,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547639,SRA1751110,SAMN38257341,SRX22537876,PRJNA1040425,702723.0,3919620392.0,5577.0,3376.0,R9-guppy-2-NONE,very low,
SRR26842341,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547638,SRA1751110,SAMN38257340,SRX22537875,PRJNA1040425,697220.0,4017282673.0,5761.0,3450.0,R9-guppy-2-NONE,very low,
SRR26842342,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547637,SRA1751110,SAMN38257339,SRX22537874,PRJNA1040425,539711.0,2987524882.0,5535.0,2565.0,R9-guppy-2-NONE,very low,
SRR26842343,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547636,SRA1751110,SAMN38257338,SRX22537873,PRJNA1040425,1112392.0,4709450530.0,4233.0,4050.0,R9-guppy-2-NONE,very low,
SRR26842344,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547635,SRA1751110,SAMN38257337,SRX22537872,PRJNA1040425,270139.0,1531821682.0,5670.0,1317.0,R9-guppy-2-NONE,low,
SRR26842345,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547634,SRA1751110,SAMN38257336,SRX22537871,PRJNA1040425,648852.0,3718208316.0,5730.0,3187.0,R9-guppy-2-NONE,very low,
SRR26842346,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547633,SRA1751110,SAMN38257335,SRX22537870,PRJNA1040425,721529.0,3725518778.0,5163.0,3209.0,R9-guppy-2-NONE,very low,
SRR26842347,2023-11-15 18:57:24,OTHER,RANDOM,GENOMIC,SINGLE,GridION,SRS19547632,SRA1751110,SAMN38257334,SRX22537869,PRJNA1040425,1101985.0,4838062938.0,4390.0,4166.0,R9-guppy-2-NONE,very low,
SRR26887018,2023-11-28 00:00:35,OTHER,other,GENOMIC,SINGLE,MinION,SRS19588644,SRA1754039,SAMN38329387,SRX22581429,PRJNA1041053,199568.0,856117448.0,4289.0,722.0,R10-guppy-5or6-FAST,low,
SRR27204219,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856327,SRA1768859,SAMN38817246,SRX22883996,PRJNA717158,217016.0,180260698.0,830.0,158.0,R9-dorado-0-HAC,very high,
SRR27204220,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856326,SRA1768859,SAMN38817245,SRX22883995,PRJNA717158,449335.0,374408707.0,833.0,330.0,R9-dorado-0-HAC,very high,
SRR27204221,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856325,SRA1768859,SAMN38817244,SRX22883994,PRJNA717158,268548.0,220172705.0,819.0,194.0,R9-dorado-0-HAC,very high,
SRR27204222,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856324,SRA1768859,SAMN38817243,SRX22883993,PRJNA717158,370292.0,309664697.0,836.0,272.0,R9-dorado-0-HAC,very high,
SRR27204223,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856323,SRA1768859,SAMN38817242,SRX22883992,PRJNA717158,229534.0,185013237.0,806.0,163.0,R9-dorado-0-HAC,very high,
SRR27204224,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856322,SRA1768859,SAMN38817241,SRX22883991,PRJNA717158,28025.0,23917721.0,853.0,20.0,R9-dorado-0-HAC,very high,
SRR27204225,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856321,SRA1768859,SAMN38817240,SRX22883990,PRJNA717158,116563.0,100700277.0,863.0,88.0,R9-dorado-0-HAC,high,
SRR27204226,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856320,SRA1768859,SAMN38817257,SRX22883989,PRJNA717158,34378.0,27818206.0,809.0,24.0,R9-dorado-0-HAC,very high,
SRR27204227,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856319,SRA1768859,SAMN38817239,SRX22883988,PRJNA717158,80637.0,65885732.0,817.0,57.0,R9-dorado-0-HAC,high,
SRR27204228,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856318,SRA1768859,SAMN38817256,SRX22883987,PRJNA717158,29867.0,23673289.0,792.0,20.0,R9-dorado-0-HAC,very high,
SRR27204229,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856317,SRA1768859,SAMN38817255,SRX22883986,PRJNA717158,22694.0,17132877.0,754.0,15.0,R9-dorado-0-HAC,very high,
SRR27204230,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856316,SRA1768859,SAMN38817254,SRX22883985,PRJNA717158,30902.0,23949444.0,775.0,21.0,R9-dorado-0-HAC,very high,
SRR27204231,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856315,SRA1768859,SAMN38817253,SRX22883984,PRJNA717158,27693.0,21343134.0,770.0,18.0,R9-dorado-0-HAC,very high,
SRR27204232,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856314,SRA1768859,SAMN38817252,SRX22883983,PRJNA717158,36483.0,30026978.0,823.0,26.0,R9-dorado-0-HAC,very high,
SRR27204233,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856313,SRA1768859,SAMN38817251,SRX22883982,PRJNA717158,197183.0,163077162.0,827.0,144.0,R9-dorado-0-HAC,very high,
SRR27204234,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856312,SRA1768859,SAMN38817250,SRX22883981,PRJNA717158,116123.0,93994699.0,809.0,83.0,R9-dorado-0-HAC,very high,
SRR27204235,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856311,SRA1768859,SAMN38817249,SRX22883980,PRJNA717158,236863.0,187986727.0,793.0,166.0,R9-dorado-0-HAC,very high,
SRR27204236,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856310,SRA1768859,SAMN38817248,SRX22883979,PRJNA717158,199978.0,154094118.0,770.0,136.0,R9-dorado-0-HAC,very high,
SRR27204237,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856309,SRA1768859,SAMN38817247,SRX22883978,PRJNA717158,150800.0,117211382.0,777.0,104.0,R9-dorado-0-HAC,very high,
SRR27204238,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856308,SRA1768859,SAMN38817238,SRX22883977,PRJNA717158,235254.0,192709703.0,819.0,168.0,R9-dorado-0-HAC,high,
SRR27204239,2023-12-14 02:43:05,AMPLICON,PCR,METAGENOMIC,SINGLE,GridION,SRS19856307,SRA1768859,SAMN38817237,SRX22883976,PRJNA717158,352948.0,295893810.0,838.0,259.0,R9-dorado-0-HAC,high,
SRR27385682,2023-12-30 02:52:32,WGS,RANDOM,METAGENOMIC,SINGLE,MinION,SRS20021751,SRA1777544,SAMN39199425,SRX23061974,PRJNA1059137,57549.0,22692402.0,394.0,21.0,R9-guppy-5or6-HAC,very high,
SRR27385697,2023-12-30 02:52:31,WGS,RANDOM,METAGENOMIC,SINGLE,MinION,SRS20021736,SRA1777544,SAMN39199438,SRX23061959,PRJNA1059137,65087.0,41290963.0,634.0,37.0,R9-guppy-5or6-HAC,very high,
ERR14250966,2025-02-13 03:49:03,AMPLICON,PCR,METAGENOMIC,SINGLE,MinION,ERS23137317,ERA31135304,SAMEA117659000,ERX13652028,PRJEB85420,523840.0,657685086.0,1255.0,581.0,R10-dorado-0-SUP,high,
ERR14250963,2025-02-13 03:40:23,AMPLICON,PCR,METAGENOMIC,SINGLE,MinION,ERS23137326,ERA31135301,SAMEA117659009,ERX13652025,PRJEB85420,352992.0,439999929.0,1246.0,388.0,R10-dorado-0-SUP,high,
ERR14250964,2025-02-13 03:49:03,AMPLICON,PCR,METAGENOMIC,SINGLE,MinION,ERS23137327,ERA31135302,SAMEA117659010,ERX13652026,PRJEB85420,452286.0,566005228.0,1251.0,499.0,R10-dorado-0-SUP,high,
ERR14250981,2025-02-13 03:22:07,AMPLICON,PCR,METAGENOMIC,SINGLE,MinION,ERS23137335,ERA31135309,SAMEA117659018,ERX13652043,PRJEB85420,218212.0,271685170.0,1245.0,239.0,R10-dorado-0-SUP,high,
ERR14250982,2025-02-13 00:38:58,AMPLICON,PCR,METAGENOMIC,SINGLE,MinION,ERS23137336,ERA31135310,SAMEA117659019,ERX13652044,PRJEB85420,210590.0,261601086.0,1242.0,231.0,R10-dorado-0-SUP,high,
DRR591042,2025-02-12 15:54:18,WGS,unspecified,GENOMIC,SINGLE,PromethION,DRS447818,DRA019166,SAMD00814022,DRX571589,PRJDB18705,5228710.0,64427718196.0,12321.0,51013.0,R10-dorado-0-SUP,high,
ERR14250965,2025-02-13 00:38:58,AMPLICON,PCR,METAGENOMIC,SINGLE,MinION,ERS23137328,ERA31135303,SAMEA117659011,ERX13652027,PRJEB85420,289757.0,361718753.0,1248.0,319.0,R10-dorado-0-SUP,high,
ERR14250980,2025-02-13 00:12:14,AMPLICON,PCR,METAGENOMIC,SINGLE,MinION,ERS23137319,ERA31135308,SAMEA117659002,ERX13652042,PRJEB85420,755429.0,949024627.0,1256.0,838.0,R10-dorado-0-SUP,high,
ERR14250979,2025-02-13 00:38:58,AMPLICON,PCR,METAGENOMIC,SINGLE,MinION,ERS23137318,ERA31135307,SAMEA117659001,ERX13652041,PRJEB85420,700037.0,883251669.0,1261.0,778.0,R10-dorado-0-SUP,high,
ERR14250983,2025-02-13 03:22:07,AMPLICON,PCR,METAGENOMIC,SINGLE,MinION,ERS23137337,ERA31135311,SAMEA117659020,ERX13652045,PRJEB85420,219522.0,273401901.0,1245.0,241.0,R10-dorado-0-SUP,high,
SRR32171608,2025-01-29 20:29:55,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS23935661,SRA2064335,SAMN46475129,SRX27516924,PRJNA1216989,12809423.0,97500513514.0,7611.0,69554.0,R10-dorado-0-SUP,high,
SRR32171607,2025-01-29 22:25:50,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS23935662,SRA2064335,SAMN46475130,SRX27516925,PRJNA1216989,41555964.0,341420439320.0,8215.0,242621.0,R10-dorado-0-SUP,high,
SRR32171606,2025-01-29 18:10:39,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS23935663,SRA2064335,SAMN46475131,SRX27516926,PRJNA1216989,16061193.0,142433935777.0,8868.0,102441.0,R10-dorado-0-SUP,high,
DRR591040,2025-02-12 15:54:18,WGS,unspecified,GENOMIC,SINGLE,PromethION,DRS447816,DRA019166,SAMD00814020,DRX571587,PRJDB18705,9791747.0,50284173117.0,5135.0,42384.0,R10-dorado-0-SUP,high,
DRR591041,2025-02-12 15:54:18,WGS,unspecified,GENOMIC,SINGLE,PromethION,DRS447817,DRA019166,SAMD00814021,DRX571588,PRJDB18705,10349391.0,82333903284.0,7955.0,65870.0,R10-dorado-0-SUP,high,
SRR32171612,2025-01-29 22:22:28,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS23935656,SRA2064335,SAMN46475125,SRX27516920,PRJNA1216989,16168135.0,143093613322.0,8850.0,107224.0,R10-dorado-0-SUP,high,
SRR32171613,2025-01-30 10:29:21,WGS,RANDOM,GENOMIC,SINGLE,PromethION,SRS23935657,SRA2064335,SAMN46475124,SRX27516919,PRJNA1216989,34733038.0,336742061522.0,9695.0,237936.0,R10-dorado-0-HAC,high,
